4
AGL Experiment
2/24/2017	12:58:28 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SSC	4	4	CFG SSC	1	CFG String Training, 8	9	CFG String Training (8, ADADAB)	9	24094	ADADAB	ADADAB						ADADAB	C	4665	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 10	11	CFG String Training (10, BACAAB)	11	30134	BACAAB	BACAAB						BACAAB	C	2527	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 5	6	CFG String Training (5, ACADD)	6	34686	ACADD	ACADD						ACADD	C	2110	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 7	8	CFG String Training (7, ACBDAB)	8	40886	ACBDAB	ACBDAB						ACBDAB	C	1712	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 16	17	CFG String Training (16, DCDDABA)	17	46614	DCDDABA	DCDDABA						DCDDABA	C	1952	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 2	3	CFG String Training (2, ABDAA)	3	50614	ABDAA	ABDAA						ABDAA	C	1586	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 24	25	CFG String Training (24, BCADDABA)	25	58326	BCADDABA	BCADDABA						BCADDABA	C	1978	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 18	19	CFG String Training (18, ADCAAAB)	19	63966	ADCAAAB	ADCAAAB						ADCAAAB	C	1606	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 17	18	CFG String Training (17, DCAADBB)	18	69430	DCAADBB	DCAADBB						DCAADBB	C	1452	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 20	21	CFG String Training (20, CADDACBB)	21	75334	CADDACBB	CADDACBB						CADDACBB	C	1529	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 14	15	CFG String Training (14, ABCCBBA)	15	80782	ABCCBBA	ABCCBBA						ABCCBBA	C	1733	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 22	23	CFG String Training (22, ABDCCABA)	23	87078	ABDCCABA	ABDCCABA						ABDCCABA	C	1491	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 11	12	CFG String Training (11, CCCBCB)	12	91766	CCCBCB	CCCBCB						CCCBCB	C	1471	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 6	7	CFG String Training (6, BDACD)	7	96558	BDACD	BDACD						BDACD	C	1676	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 4	5	CFG String Training (4, DDACB)	5	100566	DDACB	DDACB						DDACB	C	1141	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 3	4	CFG String Training (3, CDABA)	4	104846	CDABA	CDABA						CDABA	C	1284	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 19	20	CFG String Training (19, ABADCABB)	20	110790	ABADCABB	ABADCABB						ABADCABB	C	1496	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 21	22	CFG String Training (21, CDAADBBB)	22	118326	CDAADBBB	CDAADBBB						CDAADBBB	C	1323	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 1	2	CFG String Training (1, AACBB)	2	121830	AACBB	AACBB						AACBB	C	1293	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 15	16	CFG String Training (15, AADCCBB)	16	127166	AADCCBB	AADCCBB						AADCCBB	C	1009	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 12	13	CFG String Training (12, CBBDBA)	13	132846	CBBDBA	CBBDBA						CBBDBA	C	1276	
CFG SSC	4	4	CFG SSC	1	CFG String Training, 9	10	CFG String Training (9, DCCBDA)	10	137422	DCCBDA	DCCBDA						DCCBDA	C	1561	
