1
AGL Experiment
2/23/2017	3:52:53 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SSC	1	1	CFG SSC	1	CFG String Training, 13	14	CFG String Training (13, BBDCDAB)	14	63204	BBDCDAB	BBDCDAB						BBDCDAB	C	2221	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 4	5	CFG String Training (4, DDACB)	5	67068	DDACB	DDACB						DDACB	C	934	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 5	6	CFG String Training (5, ACADD)	6	70420	ACADD	ACADD						ACADD	C	835	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 3	4	CFG String Training (3, CDABA)	4	73156	CDABA	CDABA						CDABA	C	949	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 14	15	CFG String Training (14, ABCCBBA)	15	79028	ABCCBBA	ABCCBBA						ABCCBBA	C	743	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 9	10	CFG String Training (9, DCCBDA)	10	84892	DCCBDA	DCCBDA						DCCBDA	C	756	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 15	16	CFG String Training (15, AADCCBB)	16	90260	AADCCBB	AADCCBB						AADCCBB	C	633	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 16	17	CFG String Training (16, DCDDABA)	17	93484	DCDDABA	DCDDABA						DCDDABA	C	642	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 24	25	CFG String Training (24, BCADDABA)	25	97644	BCADDABA	BCADDABA						BCADDABA	C	922	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 12	13	CFG String Training (12, CBBDBA)	13	101460	CBBDBA	CBBDBA						CBBDBA	C	819	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 18	19	CFG String Training (18, ADCAAAB)	19	104788	ADCAAAB	ADCAAAB						ADCAAAB	C	754	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 20	21	CFG String Training (20, CADDACBB)	21	108684	CADDACBB	CADDACBB						CADDACBB	C	1005	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 1	2	CFG String Training (1, AACBB)	2	110764	AACBB	AACBB						AACBB	C	545	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 23	24	CFG String Training (23, DCDABDBB)	24	119020	DCDABDBB	DCDABDBB						DCDABDBB	C	702	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 10	11	CFG String Training (10, BACAAB)	11	121844	BACAAB	BACAAB						BACAAB	C	1028	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 7	8	CFG String Training (7, ACBDAB)	8	126036	ACBDAB	ACBDAB						ACBDAB	C	659	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 21	22	CFG String Training (21, CDAADBBB)	22	130044	CDAADBBB	CDAADBBB						CDAADBBB	C	731	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 2	3	CFG String Training (2, ABDAA)	3	133804	ABDAA	ABDAA						ABDAA	C	803	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 8	9	CFG String Training (8, ADADAB)	9	138180	ADADAB	ADADAB						ADADAB	C	581	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 22	23	CFG String Training (22, ABDCCABA)	23	141396	ABDCCABA	ABDCCABA						ABDCCABA	C	717	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 6	7	CFG String Training (6, BDACD)	7	143964	BDACD	BDACD						BDACD	C	1013	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 11	12	CFG String Training (11, CCCBCB)	12	150148	CCCBCB	CCCBCB						CCCBCB	C	782	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 19	20	CFG String Training (19, ABADCABB)	20	153916	ABADCABB	ABADCABB						ABADCABB	C	719	
CFG SSC	1	1	CFG SSC	1	CFG String Training, 17	18	CFG String Training (17, DCAADBB)	18	157916	DCAADBB	DCAADBB						DCAADBB	C	680	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 1	26	CFG String Training (1, AACBB)	2	160011	AACBB	AACBB						AACBB	C	576	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 15	40	CFG String Training (15, AADCCBB)	16	162707	AADCCBB	AADCCBB						AADCCBB	C	500	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 11	36	CFG String Training (11, CCCBCB)	12	165499	CCCBCB	CCCBCB						CCCBCB	C	720	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 7	32	CFG String Training (7, ACBDAB)	8	168531	ACBDAB	ACBDAB						ACBDAB	C	561	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 20	45	CFG String Training (20, CADDACBB)	21	171635	CADDACBB	CADDACBB						CADDACBB	C	728	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 3	28	CFG String Training (3, CDABA)	4	174467	CDABA	CDABA						CDABA	C	668	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 13	38	CFG String Training (13, BBDCDAB)	14	177955	BBDCDAB	BBDCDAB						BBDCDAB	C	763	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 10	35	CFG String Training (10, BACAAB)	11	180739	BACAAB	BACAAB						BACAAB	C	758	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 19	44	CFG String Training (19, ABADCABB)	20	187603	ABADCABB	ABADCABB						ABADCABB	C	655	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 24	49	CFG String Training (24, BCADDABA)	25	191539	BCADDABA	BCADDABA						BCADDABA	C	942	
CFG SSC	1	1	CFG SSC	1	CFG String Training1, 6	31	CFG String Training (6, BDACD)	7	194187	BDACD	BDACD						BDACD	C	927	
