3
AGL Experiment
2/23/2017	3:11:45 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 3	29	CFG Color Test (3, testBGYBGRY.jpg)	30	231980	2		2					1; 2; 3; 4	C	744	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 12	38	CFG Color Test (12, testGYGYGRR.jpg)	39	232556	1		1					1; 2; 3; 4	C	552	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 15	41	CFG Color Test (15, testRGBGR.jpg)	42	233220	3		3					1; 2; 3; 4	C	649	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 14	40	CFG Color Test (14, testRBGYBR.jpg)	41	234716	3		3					1; 2; 3; 4	C	1478	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 10	36	CFG Color Test (10, testGRBYBBRY.jpg)	37	235948	2		2					1; 2; 3; 4	C	1211	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 20	46	CFG Color Test (20, testYGBYR.jpg)	47	237956	3		3					1; 2; 3; 4	C	2002	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 16	42	CFG Color Test (16, testRGGBGR.jpg)	43	238820	2		2					1; 2; 3; 4	C	849	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 2	28	CFG Color Test (2, testBBGYYBRY.jpg)	29	239892	1		1					1; 2; 3; 4	C	1054	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 6	32	CFG Color Test (6, testBYGYRYGB.jpg)	33	240692	1		1					1; 2; 3; 4	C	788	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 22	48	CFG Color Test (22, testYRBBBRY.jpg)	49	241540	1		1					1; 2; 3; 4	C	836	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 4	30	CFG Color Test (4, testBRGRYYG.jpg)	31	242252	2		2					1; 2; 3; 4	C	698	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 24	50	CFG Color Test (24, testYYGYRY.jpg)	51	243236	3		3					1; 2; 3; 4	C	965	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 9	35	CFG Color Test (9, testGRBGRG.jpg)	36	243860	2		2					1; 2; 3; 4	C	606	
CFG SCS	3	3	CFG SCS	1	CFG Color Test, 19	45	CFG Color Test (19, testYGBRYBR.jpg)	46	244612	1		1					1; 2; 3; 4	C	741	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 8	58	CFG String Test (8, CADBDDAB)	59	254676	1		1					1; 2; 3; 4	C	10055	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 2	52	CFG String Test (2, ACCDCA)	53	256435	3		3					1; 2; 3; 4	C	1748	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 6	56	CFG String Test (6, BBCBAB)	57	257651	2		2					1; 2; 3; 4	C	1214	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 24	74	CFG String Test (24, DDCADABD)	75	258723	1		1					1; 2; 3; 4	C	1069	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 17	67	CFG String Test (17, ACBBC)	68	260035	4		4					1; 2; 3; 4	C	1298	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 12	62	CFG String Test (12, DDCBBDAB)	63	261123	3		3					1; 2; 3; 4	C	1086	
