1
AGL Experiment
11/18/2016	3:40:17 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SSC	1	1	CFG SSC	1	CFG String Test, 12	38	CFG String Test (12, DDCBBDAB)	39	350161	2		2					1; 2; 3; 4	C	7003	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 21	47	CFG String Test (21, DBBDA)	48	354921	3		3					1; 2; 3; 4	C	4747	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 4	30	CFG String Test (4, DBDDCCCA)	31	357897	4		4					1; 2; 3; 4	C	2973	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 14	40	CFG String Test (14, ACCDBC)	41	360721	4		4					1; 2; 3; 4	C	2814	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 3	29	CFG String Test (3, CBCBCAA)	30	363657	4		4					1; 2; 3; 4	C	2933	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 16	42	CFG String Test (16, DBCBABCD)	43	367913	1		1					1; 2; 3; 4	C	4240	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 24	50	CFG String Test (24, DDCADABD)	51	375569	3		3					1; 2; 3; 4	C	7645	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 11	37	CFG String Test (11, BADDDAB)	38	378825	2		2					1; 2; 3; 4	C	3251	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 18	44	CFG String Test (18, CADCAC)	45	381305	1		1					1; 2; 3; 4	C	2449	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 15	41	CFG String Test (15, CDDCDBB)	42	385505	3		3					1; 2; 3; 4	C	4198	
CFG SSC	1	1	CFG SSC	1	CFG String Test, 17	43	CFG String Test (17, ACBBC)	44	391329	2		2					1; 2; 3; 4	C	5822	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 1	51	CFG Color Test (1, testBBGRBRYB.jpg)	52	397825	2		2					1; 2; 3; 4	C	6484	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 12	62	CFG Color Test (12, testGYGYGRR.jpg)	63	401505	2		2					1; 2; 3; 4	C	3665	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 17	67	CFG Color Test (17, testRGGBYG.jpg)	68	406481	2		2					1; 2; 3; 4	C	4957	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 8	58	CFG Color Test (8, testGBBGBYY.jpg)	59	407905	2		2					1; 2; 3; 4	C	1399	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 10	60	CFG Color Test (10, testGRBYBBRY.jpg)	61	415921	2		2					1; 2; 3; 4	C	7981	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 21	71	CFG Color Test (21, testYGGRYGRR.jpg)	72	418105	1		1					1; 2; 3; 4	C	2165	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 24	74	CFG Color Test (24, testYYGYRY.jpg)	75	422601	1		1					1; 2; 3; 4	C	4462	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 7	57	CFG Color Test (7, testBYYBR.jpg)	58	431921	2		2					1; 2; 3; 4	C	9297	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 22	72	CFG Color Test (22, testYRBBBRY.jpg)	73	433433	1		1					1; 2; 3; 4	C	1493	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 6	56	CFG Color Test (6, testBYGYRYGB.jpg)	57	434377	1		1					1; 2; 3; 4	C	920	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 5	55	CFG Color Test (5, testBYBBGGGR.jpg)	56	435376	1		1					1; 2; 3; 4	C	986	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 11	61	CFG Color Test (11, testGRYBRY.jpg)	62	437689	2		2					1; 2; 3; 4	C	2298	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 16	66	CFG Color Test (16, testRGGBGR.jpg)	67	439608	2		2					1; 2; 3; 4	C	1901	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 3	53	CFG Color Test (3, testBGYBGRY.jpg)	54	443880	2		2					1; 2; 3; 4	C	4257	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 14	64	CFG Color Test (14, testRBGYBR.jpg)	65	445760	2		2					1; 2; 3; 4	C	1853	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 13	63	CFG Color Test (13, testRBGRY.jpg)	64	447616	3		3					1; 2; 3; 4	C	1843	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 4	54	CFG Color Test (4, testBRGRYYG.jpg)	55	449208	2		2					1; 2; 3; 4	C	1568	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 23	73	CFG Color Test (23, testYRGBB.jpg)	74	456568	2		2					1; 2; 3; 4	C	7345	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 2	52	CFG Color Test (2, testBBGYYBRY.jpg)	53	457688	1		1					1; 2; 3; 4	C	1098	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 15	65	CFG Color Test (15, testRGBGR.jpg)	66	459056	2		2					1; 2; 3; 4	C	1350	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 20	70	CFG Color Test (20, testYGBYR.jpg)	71	465800	3		3					1; 2; 3; 4	C	6727	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 18	68	CFG Color Test (18, testRGYYG.jpg)	69	475216	3		3					1; 2; 3; 4	C	9393	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 19	69	CFG Color Test (19, testYGBRYBR.jpg)	70	479584	2		2					1; 2; 3; 4	C	4312	
CFG SSC	1	1	CFG SSC	1	CFG Color Test, 9	59	CFG Color Test (9, testGRBGRG.jpg)	60	481288	2		2					1; 2; 3; 4	C	1682	
CFG SSC	1	1	CFG SSC	1	Debriefing	75	Debriefing	76	506248	space		 					space	C	24926	
