2
AGL Experiment
11/18/2016	3:58:54 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SSC	2	2	CFG SSC	1	CFG String Training, 17	18	CFG String Training (17, DCAADBB)	18	21562	DCAADBB	DCAADBB						DCAADBB	C	2751	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 23	24	CFG String Training (23, DCDABDBB)	24	28546	DCDABDBB	DCDABDBB						DCDABDBB	C	1973	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 18	19	CFG String Training (18, ADCAAAB)	19	32858	ADCAAAB	ADCAAAB						ADCAAAB	C	885	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 7	8	CFG String Training (7, ACBDAB)	8	36426	ACBDAB	ACBDAB						ACBDAB	C	745	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 11	12	CFG String Training (11, CCCBCB)	12	39402	CCCBCB	CCCBCB						CCCBCB	C	730	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 6	7	CFG String Training (6, BDACD)	7	42922	BDACD	BDACD						BDACD	C	1635	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 10	11	CFG String Training (10, BACAAB)	11	46138	BACAAB	BACAAB						BACAAB	C	781	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 20	21	CFG String Training (20, CADDACBB)	21	49410	CADDACBB	CADDACBB						CADDACBB	C	1020	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 5	6	CFG String Training (5, ACADD)	6	51410	ACADD	ACADD						ACADD	C	634	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 12	13	CFG String Training (12, CBBDBA)	13	55362	CBBDBA	CBBDBA						CBBDBA	C	818	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 13	14	CFG String Training (13, BBDCDAB)	14	58810	BBDCDAB	BBDCDAB						BBDCDAB	C	780	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 19	20	CFG String Training (19, ABADCABB)	20	62290	ABADCABB	ABADCABB						ABADCABB	C	746	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 21	22	CFG String Training (21, CDAADBBB)	22	66530	CDAADBBB	CDAADBBB						CDAADBBB	C	1415	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 15	16	CFG String Training (15, AADCCBB)	16	69674	AADCCBB	AADCCBB						AADCCBB	C	829	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 1	2	CFG String Training (1, AACBB)	2	71874	AACBB	AACBB						AACBB	C	655	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 3	4	CFG String Training (3, CDABA)	4	74426	CDABA	CDABA						CDABA	C	991	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 4	5	CFG String Training (4, DDACB)	5	77202	DDACB	DDACB						DDACB	C	617	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 16	17	CFG String Training (16, DCDDABA)	17	80233	DCDDABA	DCDDABA						DCDDABA	C	1050	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 14	15	CFG String Training (14, ABCCBBA)	15	84329	ABCCBBA	ABCCBBA						ABCCBBA	C	913	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 24	25	CFG String Training (24, BCADDABA)	25	87521	BCADDABA	BCADDABA						BCADDABA	C	989	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 8	9	CFG String Training (8, ADADAB)	9	90993	ADADAB	ADADAB						ADADAB	C	950	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 2	3	CFG String Training (2, ABDAA)	3	93673	ABDAA	ABDAA						ABDAA	C	1011	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 9	10	CFG String Training (9, DCCBDA)	10	97265	DCCBDA	DCCBDA						DCCBDA	C	920	
CFG SSC	2	2	CFG SSC	1	CFG String Training, 22	23	CFG String Training (22, ABDCCABA)	23	100769	ABDCCABA	ABDCCABA						ABDCCABA	C	944	
CFG SSC	2	2	CFG SSC	1	Middle Instruction	26	Middle Instruction	26	113785	space		 					space	C	12988	
CFG SSC	2	2	CFG SSC	1	Middle Instruction	26	Middle Instruction 2	27	122609	space		 					space	C	8796	
CFG SSC	2	2	CFG SSC	1	CFG String Test, 3	29	CFG String Test (3, CBCBCAA)	30	134697	1		1					1; 2; 3; 4	C	12083	
