2
AGL Experiment
11/28/2016	2:53:50 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SCS	2	2	CFG SCS	1	CFG String Training, 12	13	CFG String Training (12, CBBDBA)	13	217402	CBBDBA	CBBDBA						CBBDBA	C	5197	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 21	22	CFG String Training (21, CDAADBBB)	22	222754	CDAADBBB	CDAADBBB						CDAADBBB	C	1545	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 13	14	CFG String Training (13, BBDCDAB)	14	227073	BBDCDAB	BBDCDAB						BBDCDAB	C	1371	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 11	12	CFG String Training (11, CCCBCB)	12	231321	CCCBCB	CCCBCB						CCCBCB	C	1214	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 23	24	CFG String Training (23, DCDABDBB)	24	238441	DCDABDBB	DCDABDBB						DCDABDBB	C	1660	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 4	5	CFG String Training (4, DDACB)	5	242033	DDACB	DDACB						DDACB	C	1088	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 5	6	CFG String Training (5, ACADD)	6	244097	ACADD	ACADD						ACADD	C	992	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 19	20	CFG String Training (19, ABADCABB)	20	247801	ABADCABB	ABADCABB						ABADCABB	C	853	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 7	8	CFG String Training (7, ACBDAB)	8	251257	ACBDAB	ACBDAB						ACBDAB	C	1537	
CFG SCS	2	2	CFG SCS	1	CFG String Training, 22	23	CFG String Training (22, ABDCCABA)	23	255009	ABDCCABA	ABDCCABA						ABDCCABA	C	823	
