1
AGL Experiment
2/23/2017	2:59:18 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SCS	1	1	CFG SCS	1	CFG String Training, 2	3	CFG String Training (2, ABDAA)	3	132583	ABDAA	ABDAA						ABDAA	C	5310	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 7	8	CFG String Training (7, ACBDAB)	8	142679	ACBDAB	ACBDAB						ACBDAB	C	3259	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 21	22	CFG String Training (21, CDAADBBB)	22	149335	CDAADBBB	CDAADBBB						CDAADBBB	C	2143	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 17	18	CFG String Training (17, DCAADBB)	18	158679	DCAADBB	DCAADBB						DCAADBB	C	3653	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 5	6	CFG String Training (5, ACADD)	6	162759	ACADD	ACADD						ACADD	C	1655	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 9	10	CFG String Training (9, DCCBDA)	10	168671	DCCBDA	DCCBDA						DCCBDA	C	1629	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 18	19	CFG String Training (18, ADCAAAB)	19	177158	ADCAAAB	ADCAAAB						ADCAAAB	C	1832	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 22	23	CFG String Training (22, ABDCCABA)	23	188070	ABDCCABA	ABDCCABA						ABDCCABA	C	2421	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 12	13	CFG String Training (12, CBBDBA)	13	193622	CBBDBA	CBBDBA						CBBDBA	C	2584	
CFG SCS	1	1	CFG SCS	1	CFG String Training, 19	20	CFG String Training (19, ABADCABB)	20	201262	ABADCABB	ABADCABB						ABADCABB	C	1866	
