6
AGL Experiment
3/22/2017	4:49:58 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SSC	6	6	CFG SSC	1	CFG String Training, 19	20	CFG String Training (19, ABADCABB)	20	33672	ABADCABB	ABADCABB						ABADCABB	C	3108	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 14	15	CFG String Training (14, ABCCBBA)	15	38424	ABCCBBA	ABCCBBA						ABCCBBA	C	1659	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 23	24	CFG String Training (23, DCDABDBB)	24	44792	DCDABDBB	DCDABDBB						DCDABDBB	C	1773	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 20	21	CFG String Training (20, CADDACBB)	21	49656	CADDACBB	CADDACBB						CADDACBB	C	1270	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 15	16	CFG String Training (15, AADCCBB)	16	54136	AADCCBB	AADCCBB						AADCCBB	C	860	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 17	18	CFG String Training (17, DCAADBB)	18	59656	DCAADBB	DCAADBB						DCAADBB	C	1648	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 10	11	CFG String Training (10, BACAAB)	11	63840	BACAAB	BACAAB						BACAAB	C	1324	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 5	6	CFG String Training (5, ACADD)	6	69240	ACADD	ACADD						ACADD	C	1124	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 16	17	CFG String Training (16, DCDDABA)	17	73848	DCDDABA	DCDDABA						DCDDABA	C	1332	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 21	22	CFG String Training (21, CDAADBBB)	22	79448	CDAADBBB	CDAADBBB						CDAADBBB	C	1300	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 1	2	CFG String Training (1, AACBB)	2	82752	AACBB	AACBB						AACBB	C	764	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 4	5	CFG String Training (4, DDACB)	5	86104	DDACB	DDACB						DDACB	C	1103	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 6	7	CFG String Training (6, BDACD)	7	91472	BDACD	BDACD						BDACD	C	1393	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 24	25	CFG String Training (24, BCADDABA)	25	96088	BCADDABA	BCADDABA						BCADDABA	C	1347	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 7	8	CFG String Training (7, ACBDAB)	8	100664	ACBDAB	ACBDAB						ACBDAB	C	794	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 9	10	CFG String Training (9, DCCBDA)	10	103951	DCCBDA	DCCBDA						DCCBDA	C	1131	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 11	12	CFG String Training (11, CCCBCB)	12	107616	CCCBCB	CCCBCB						CCCBCB	C	1079	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 3	4	CFG String Training (3, CDABA)	4	112095	CDABA	CDABA						CDABA	C	1341	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 18	19	CFG String Training (18, ADCAAAB)	19	119399	ADCAAAB	ADCAAAB						ADCAAAB	C	2074	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 13	14	CFG String Training (13, BBDCDAB)	14	124167	BBDCDAB	BBDCDAB						BBDCDAB	C	1614	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 2	3	CFG String Training (2, ABDAA)	3	127247	ABDAA	ABDAA						ABDAA	C	1263	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 12	13	CFG String Training (12, CBBDBA)	13	131751	CBBDBA	CBBDBA						CBBDBA	C	1317	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 8	9	CFG String Training (8, ADADAB)	9	136231	ADADAB	ADADAB						ADADAB	C	816	
CFG SSC	6	6	CFG SSC	1	CFG String Training, 22	23	CFG String Training (22, ABDCCABA)	23	141887	ABDCCABA	ABDCCABA						ABDCCABA	C	742	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 12	37	CFG String Training (12, CBBDBA)	13	147871	CBBDBA	CBBDBA						CBBDBA	C	897	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 7	32	CFG String Training (7, ACBDAB)	8	153023	ACBDAB	ACBDAB						ACBDAB	C	898	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 2	27	CFG String Training (2, ABDAA)	3	155863	ABDAA	ABDAA						ABDAA	C	804	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 23	48	CFG String Training (23, DCDABDBB)	24	161271	DCDABDBB	DCDABDBB						DCDABDBB	C	1131	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 18	43	CFG String Training (18, ADCAAAB)	19	165559	ADCAAAB	ADCAAAB						ADCAAAB	C	778	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 19	44	CFG String Training (19, ABADCABB)	20	171031	ABADCABB	ABADCABB						ABADCABB	C	1199	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 11	36	CFG String Training (11, CCCBCB)	12	175023	CCCBCB	CCCBCB						CCCBCB	C	1093	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 17	42	CFG String Training (17, DCAADBB)	18	179503	DCAADBB	DCAADBB						DCAADBB	C	1244	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 14	39	CFG String Training (14, ABCCBBA)	15	182783	ABCCBBA	ABCCBBA						ABCCBBA	C	825	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 8	33	CFG String Training (8, ADADAB)	9	186391	ADADAB	ADADAB						ADADAB	C	742	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 21	46	CFG String Training (21, CDAADBBB)	22	191303	CDAADBBB	CDAADBBB						CDAADBBB	C	1126	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 20	45	CFG String Training (20, CADDACBB)	21	196006	CADDACBB	CADDACBB						CADDACBB	C	1017	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 24	49	CFG String Training (24, BCADDABA)	25	202046	BCADDABA	BCADDABA						BCADDABA	C	1253	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 5	30	CFG String Training (5, ACADD)	6	204942	ACADD	ACADD						ACADD	C	837	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 1	26	CFG String Training (1, AACBB)	2	208382	AACBB	AACBB						AACBB	C	640	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 6	31	CFG String Training (6, BDACD)	7	212806	BDACD	BDACD						BDACD	C	1518	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 9	34	CFG String Training (9, DCCBDA)	10	216342		DCCDBA						DCCBDA	E	1030	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 9	34	CFG String Training (9, DCCBDA)	10	224670	DCCBDA	DCCBDA						DCCBDA	SC	8334	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 3	28	CFG String Training (3, CDABA)	4	227982	CDABA	CDABA						CDABA	C	1579	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 16	41	CFG String Training (16, DCDDABA)	17	231598	DCDDABA	DCDDABA						DCDDABA	C	1006	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 22	47	CFG String Training (22, ABDCCABA)	23	235742	ABDCCABA	ABDCCABA						ABDCCABA	C	902	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 13	38	CFG String Training (13, BBDCDAB)	14	240254	BBDCDAB	BBDCDAB						BBDCDAB	C	1007	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 10	35	CFG String Training (10, BACAAB)	11	243366	BACAAB	BACAAB						BACAAB	C	1155	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 15	40	CFG String Training (15, AADCCBB)	16	247038	AADCCBB	AADCCBB						AADCCBB	C	967	
CFG SSC	6	6	CFG SSC	1	CFG String Training1, 4	29	CFG String Training (4, DDACB)	5	249710	DDACB	DDACB						DDACB	C	1068	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 2	51	CFG String Training (2, ABDAA)	3	252998	ABDAA	ABDAA						ABDAA	C	825	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 23	72	CFG String Training (23, DCDABDBB)	24	259134	DCDABDBB	DCDABDBB						DCDABDBB	C	1485	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 20	69	CFG String Training (20, CADDACBB)	21	263582	CADDACBB	CADDACBB						CADDACBB	C	1024	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 6	55	CFG String Training (6, BDACD)	7	268166	BDACD	BDACD						BDACD	C	1918	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 10	59	CFG String Training (10, BACAAB)	11	271806	BACAAB	BACAAB						BACAAB	C	1039	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 18	67	CFG String Training (18, ADCAAAB)	19	275718	ADCAAAB	ADCAAAB						ADCAAAB	C	1101	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 4	53	CFG String Training (4, DDACB)	5	280238	DDACB	DDACB						DDACB	C	929	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 15	64	CFG String Training (15, AADCCBB)	16	283950	AADCCBB	AADCCBB						AADCCBB	C	644	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 9	58	CFG String Training (9, DCCBDA)	10	287805	DCCBDA	DCCBDA						DCCBDA	C	1319	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 19	68	CFG String Training (19, ABADCABB)	20	291701	ABADCABB	ABADCABB						ABADCABB	C	717	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 12	61	CFG String Training (12, CBBDBA)	13	296283	CBBDBA	CBBDBA						CBBDBA	C	1681	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 13	62	CFG String Training (13, BBDCDAB)	14	299875	BBDCDAB	BBDCDAB						BBDCDAB	C	1650	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 17	66	CFG String Training (17, DCAADBB)	18	303067	DCAADBB	DCAADBB						DCAADBB	C	1259	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 11	60	CFG String Training (11, CCCBCB)	12	305931	CCCBCB	CCCBCB						CCCBCB	C	811	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 7	56	CFG String Training (7, ACBDAB)	8	309971	ACBDAB	ACBDAB						ACBDAB	C	576	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 3	52	CFG String Training (3, CDABA)	4	312251	CDABA	CDABA						CDABA	C	887	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 22	71	CFG String Training (22, ABDCCABA)	23	315435	ABDCCABA	ABDCCABA						ABDCCABA	C	596	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 5	54	CFG String Training (5, ACADD)	6	318339	ACADD	ACADD						ACADD	C	828	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 1	50	CFG String Training (1, AACBB)	2	320331	AACBB	AACBB						AACBB	C	648	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 14	63	CFG String Training (14, ABCCBBA)	15	323227	ABCCBBA	ABCCBBA						ABCCBBA	C	744	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 21	70	CFG String Training (21, CDAADBBB)	22	327547	CDAADBBB	CDAADBBB						CDAADBBB	C	989	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 16	65	CFG String Training (16, DCDDABA)	17	330603	DCDDABA	DCDDABA						DCDDABA	C	1296	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 8	57	CFG String Training (8, ADADAB)	9	333787	ADADAB	ADADAB						ADADAB	C	1126	
CFG SSC	6	6	CFG SSC	1	CFG String Training2, 24	73	CFG String Training (24, BCADDABA)	25	339219	BCADDABA	BCADDABA						BCADDABA	C	1623	
CFG SSC	6	6	CFG SSC	1	Middle Instruction	74	Middle Instruction	26	373170	space		 					space	C	33923	
CFG SSC	6	6	CFG SSC	1	Middle Instruction	74	Middle Instruction 2	27	382450	space		 					space	C	9255	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 20	94	CFG String Test (20, BCCABCAA)	47	390674	4		4					1; 2; 3; 4	C	8212	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 12	86	CFG String Test (12, DDCBBDAB)	39	395210	3		3					1; 2; 3; 4	C	4531	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 8	82	CFG String Test (8, CADBDDAB)	35	398882	4		4					1; 2; 3; 4	C	3670	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 21	95	CFG String Test (21, DBBDA)	48	403530	1		1					1; 2; 3; 4	C	4619	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 4	78	CFG String Test (4, DBDDCCCA)	31	407314	2		2					1; 2; 3; 4	C	3768	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 11	85	CFG String Test (11, BADDDAB)	38	412642	3		3					1; 2; 3; 4	C	5313	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 13	87	CFG String Test (13, BACDD)	40	420346	3		3					1; 2; 3; 4	C	7701	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 22	96	CFG String Test (22, ADCBDA)	49	423825	4		4					1; 2; 3; 4	C	3463	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 3	77	CFG String Test (3, CBCBCAA)	30	428698	3		3					1; 2; 3; 4	C	4854	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 6	80	CFG String Test (6, BBCBAB)	33	431881	4		4					1; 2; 3; 4	C	3169	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 23	97	CFG String Test (23, BCDABDA)	50	433961	1		1					1; 2; 3; 4	C	2066	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 7	81	CFG String Test (7, DCBDCAB)	34	436513	1		1					1; 2; 3; 4	C	2536	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 19	93	CFG String Test (19, DACABBC)	46	441593	2		2					1; 2; 3; 4	C	5065	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 24	98	CFG String Test (24, DDCADABD)	51	449457	2		2					1; 2; 3; 4	C	7862	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 17	91	CFG String Test (17, ACBBC)	44	452505	3		3					1; 2; 3; 4	C	3043	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 1	75	CFG String Test (1, BCDBA)	28	455793	3		3					1; 2; 3; 4	C	3281	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 9	83	CFG String Test (9, ADCAB)	36	460681	3		3					1; 2; 3; 4	C	4886	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 18	92	CFG String Test (18, CADCAC)	45	466881	3		3					1; 2; 3; 4	C	6186	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 15	89	CFG String Test (15, CDDCDBB)	42	471905	2		2					1; 2; 3; 4	C	5010	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 5	79	CFG String Test (5, ACDCA)	32	475745	4		4					1; 2; 3; 4	C	3834	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 14	88	CFG String Test (14, ACCDBC)	41	477721	2		2					1; 2; 3; 4	C	1960	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 10	84	CFG String Test (10, CABDAB)	37	481241	1		1					1; 2; 3; 4	C	3513	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 16	90	CFG String Test (16, DBCBABCD)	43	484377	2		2					1; 2; 3; 4	C	3132	
CFG SSC	6	6	CFG SSC	1	CFG String Test, 2	76	CFG String Test (2, ACCDCA)	29	488169	3		3					1; 2; 3; 4	C	3775	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 2	100	CFG Color Test (2, testBBGYYBRY.jpg)	53	505985	3		3					1; 2; 3; 4	C	17791	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 9	107	CFG Color Test (9, testGRBGRG.jpg)	60	513657	3		3					1; 2; 3; 4	C	7662	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 1	99	CFG Color Test (1, testBBGRBRYB.jpg)	52	519120	2		2					1; 2; 3; 4	C	5442	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 5	103	CFG Color Test (5, testBYBBGGGR.jpg)	56	528216	1		1					1; 2; 3; 4	C	9072	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 13	111	CFG Color Test (13, testRBGRY.jpg)	64	542536	3		3					1; 2; 3; 4	C	14308	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 16	114	CFG Color Test (16, testRGGBGR.jpg)	67	544152	4		4					1; 2; 3; 4	C	1591	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 17	115	CFG Color Test (17, testRGGBYG.jpg)	68	547328	3		3					1; 2; 3; 4	C	3152	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 22	120	CFG Color Test (22, testYRBBBRY.jpg)	73	551384	4		4					1; 2; 3; 4	C	4040	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 10	108	CFG Color Test (10, testGRBYBBRY.jpg)	61	553376	2		2					1; 2; 3; 4	C	1966	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 6	104	CFG Color Test (6, testBYGYRYGB.jpg)	57	563504	4		4					1; 2; 3; 4	C	10110	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 23	121	CFG Color Test (23, testYRGBB.jpg)	74	572960	4		4					1; 2; 3; 4	C	9450	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 15	113	CFG Color Test (15, testRGBGR.jpg)	66	576072	2		2					1; 2; 3; 4	C	3095	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 12	110	CFG Color Test (12, testGYGYGRR.jpg)	63	580224	1		1					1; 2; 3; 4	C	4130	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 11	109	CFG Color Test (11, testGRYBRY.jpg)	62	589592	2		2					1; 2; 3; 4	C	9333	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 20	118	CFG Color Test (20, testYGBYR.jpg)	71	596128	3		3					1; 2; 3; 4	C	6518	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 3	101	CFG Color Test (3, testBGYBGRY.jpg)	54	603592	3		3					1; 2; 3; 4	C	7449	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 21	119	CFG Color Test (21, testYGGRYGRR.jpg)	72	605167	4		4					1; 2; 3; 4	C	1557	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 8	106	CFG Color Test (8, testGBBGBYY.jpg)	59	606655	3		3					1; 2; 3; 4	C	1463	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 24	122	CFG Color Test (24, testYYGYRY.jpg)	75	608111	3		3					1; 2; 3; 4	C	1434	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 4	102	CFG Color Test (4, testBRGRYYG.jpg)	55	609359	2		2					1; 2; 3; 4	C	1232	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 7	105	CFG Color Test (7, testBYYBR.jpg)	58	613784	4		4					1; 2; 3; 4	C	4392	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 14	112	CFG Color Test (14, testRBGYBR.jpg)	65	615887	1		1					1; 2; 3; 4	C	2094	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 18	116	CFG Color Test (18, testRGYYG.jpg)	69	618655	2		2					1; 2; 3; 4	C	2746	
CFG SSC	6	6	CFG SSC	1	CFG Color Test, 19	117	CFG Color Test (19, testYGBRYBR.jpg)	70	620383	1		1					1; 2; 3; 4	C	1706	
CFG SSC	6	6	CFG SSC	1	Debriefing	123	Debriefing	76	636799	space		 					space	C	16390	
