5
AGL Experiment
2/24/2017	1:31:05 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
RE SCS	5	5	RE SCS	1	RE String Training, 21	22	RE String Training (21, DDBDAAAD)	22	35951	DDBDAAAD	DDBDAAAD						DDBDAAAD	C	5595	
RE SCS	5	5	RE SCS	1	RE String Training, 9	10	RE String Training (9, DBDBBD)	10	43855	DBDBBD	DBDBBD						DBDBBD	C	3294	
RE SCS	5	5	RE SCS	1	RE String Training, 17	18	RE String Training (17, ACAAABD)	18	49056	ACAAABD	ACAAABD						ACAAABD	C	1391	
RE SCS	5	5	RE SCS	1	RE String Training, 24	25	RE String Training (24, CAABABBD)	25	55095	CAABABBD	CAABABBD						CAABABBD	C	1391	
RE SCS	5	5	RE SCS	1	RE String Training, 2	3	RE String Training (2, CABAD)	3	58031	CABAD	CABAD						CABAD	C	958	
RE SCS	5	5	RE SCS	1	RE String Training, 1	2	RE String Training (1, AADBA)	2	60655	AADBA	AADBA						AADBA	C	841	
RE SCS	5	5	RE SCS	1	RE String Training, 6	7	RE String Training (6, BDABD)	7	63567	BDABD	BDABD						BDABD	C	1216	
RE SCS	5	5	RE SCS	1	RE String Training, 11	12	RE String Training (11, CBBAAD)	12	66415	CBBAAD	CBBAAD						CBBAAD	C	948	
RE SCS	5	5	RE SCS	1	RE String Training, 4	5	RE String Training (4, ADBDD)	5	69583	ADBDD	ADBDD						ADBDD	C	922	
RE SCS	5	5	RE SCS	1	RE String Training, 10	11	RE String Training (10, DDBDAD)	11	73127	DDBDAD	DDBDAD						DDBDAD	C	755	
RE SCS	5	5	RE SCS	1	RE String Training, 12	13	RE String Training (12, CABABD)	13	75743		CADABD						CABABD	E	813	
RE SCS	5	5	RE SCS	1	RE String Training, 12	13	RE String Training (12, CABABD)	13	85695	CABABD	CABABD						CABABD	SC	3405	
RE SCS	5	5	RE SCS	1	RE String Training, 15	16	RE String Training (15, ADBDBAD)	16	94215	ADBDBAD	ADBDBAD						ADBDBAD	C	847	
RE SCS	5	5	RE SCS	1	RE String Training, 8	9	RE String Training (8, ADDDBA)	9	100598	ADDDBA	ADDDBA						ADDDBA	C	3634	
RE SCS	5	5	RE SCS	1	RE String Training, 20	21	RE String Training (20, DDDAAABA)	21	104182	DDDAAABA	DDDAAABA						DDDAAABA	C	787	
RE SCS	5	5	RE SCS	1	RE String Training, 18	19	RE String Training (18, DCBBBAD)	19	109102	DCBBBAD	DCBBBAD						DCBBBAD	C	995	
RE SCS	5	5	RE SCS	1	RE String Training, 3	4	RE String Training (3, CBBBD)	4	113966	CBBBD	CBBBD						CBBBD	C	790	
RE SCS	5	5	RE SCS	1	RE String Training, 22	23	RE String Training (22, BDAAAAAD)	23	119462	BDAAAAAD	BDAAAAAD						BDAAAAAD	C	1053	
RE SCS	5	5	RE SCS	1	RE String Training, 13	14	RE String Training (13, CAABBAD)	14	126022	CAABBAD	CAABBAD						CAABBAD	C	808	
RE SCS	5	5	RE SCS	1	RE String Training, 23	24	RE String Training (23, ADDBDBAD)	24	134358	ADDBDBAD	ADDBDBAD						ADDBDBAD	C	1026	
