4
AGL Experiment
2/24/2017	12:58:14 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
RE SSC	4	4	RE SSC	1	RE Color Test, 3	101	RE Color Test (3, testBBRGYB.jpg)	54	437051	3		3					1; 2; 3; 4	C	4032	
RE SSC	4	4	RE SSC	1	RE Color Test, 17	115	RE Color Test (17, testRGYRRB.jpg)	68	440371	3		3					1; 2; 3; 4	C	3302	
RE SSC	4	4	RE SSC	1	RE Color Test, 7	105	RE Color Test (7, testBRGBRGBB.jpg)	58	442315	1		1					1; 2; 3; 4	C	1929	
RE SSC	4	4	RE SSC	1	RE Color Test, 10	108	RE Color Test (10, testBYGGYYB.jpg)	61	447659	2		2					1; 2; 3; 4	C	5323	
RE SSC	4	4	RE SSC	1	RE Color Test, 8	106	RE Color Test (8, testBRGYRRYB.jpg)	59	449091	2		2					1; 2; 3; 4	C	1405	
RE SSC	4	4	RE SSC	1	RE Color Test, 23	121	RE Color Test (23, testYRBGB.jpg)	74	451267	1		1					1; 2; 3; 4	C	2165	
RE SSC	4	4	RE SSC	1	RE Color Test, 21	119	RE Color Test (21, testRYRBR.jpg)	72	453739	2		2					1; 2; 3; 4	C	2438	
RE SSC	4	4	RE SSC	1	RE Color Test, 12	110	RE Color Test (12, testGBYRYY.jpg)	63	459123	3		3					1; 2; 3; 4	C	5371	
RE SSC	4	4	RE SSC	1	RE Color Test, 19	117	RE Color Test (19, testRRGRRYGB.jpg)	70	460603	3		3					1; 2; 3; 4	C	1452	
RE SSC	4	4	RE SSC	1	RE Color Test, 20	118	RE Color Test (20, testRRGRYRYB.jpg)	71	462755	3		3					1; 2; 3; 4	C	2136	
RE SSC	4	4	RE SSC	1	RE Color Test, 1	99	RE Color Test (1, testBBBBBRGB.jpg)	52	464307	1		1					1; 2; 3; 4	C	1538	
RE SSC	4	4	RE SSC	1	RE Color Test, 13	111	RE Color Test (13, testGYRYYYB.jpg)	64	466323	3		3					1; 2; 3; 4	C	2004	
RE SSC	4	4	RE SSC	1	RE Color Test, 11	109	RE Color Test (11, testGBRBRB.jpg)	62	467667	2		2					1; 2; 3; 4	C	1331	
RE SSC	4	4	RE SSC	1	RE Color Test, 18	116	RE Color Test (18, testRRGGB.jpg)	69	469331	1		1					1; 2; 3; 4	C	1645	
RE SSC	4	4	RE SSC	1	RE Color Test, 14	112	RE Color Test (14, testRBBRGB.jpg)	65	471379	3		3					1; 2; 3; 4	C	2027	
RE SSC	4	4	RE SSC	1	RE Color Test, 16	114	RE Color Test (16, testRBYYBBY.jpg)	67	472635	3		3					1; 2; 3; 4	C	1233	
RE SSC	4	4	RE SSC	1	RE Color Test, 22	120	RE Color Test (22, testRYRGBB.jpg)	73	474411	3		3					1; 2; 3; 4	C	1759	
RE SSC	4	4	RE SSC	1	RE Color Test, 6	104	RE Color Test (6, testBGYRB.jpg)	57	476027	2		2					1; 2; 3; 4	C	1591	
RE SSC	4	4	RE SSC	1	RE Color Test, 24	122	RE Color Test (24, testYRGGBGB.jpg)	75	477107	3		3					1; 2; 3; 4	C	1055	
RE SSC	4	4	RE SSC	1	RE Color Test, 5	103	RE Color Test (5, testBGRRYRB.jpg)	56	478155	3		3					1; 2; 3; 4	C	1036	
RE SSC	4	4	RE SSC	1	RE Color Test, 9	107	RE Color Test (9, testBYBRYRBR.jpg)	60	480851	3		3					1; 2; 3; 4	C	2682	
RE SSC	4	4	RE SSC	1	RE Color Test, 15	113	RE Color Test (15, testRBRGB.jpg)	66	482659	2		2					1; 2; 3; 4	C	1790	
RE SSC	4	4	RE SSC	1	RE Color Test, 2	100	RE Color Test (2, testBBRBRGB.jpg)	53	483419	2		2					1; 2; 3; 4	C	735	
RE SSC	4	4	RE SSC	1	RE Color Test, 4	102	RE Color Test (4, testBGRRB.jpg)	55	484931	3		3					1; 2; 3; 4	C	1495	
RE SSC	4	4	RE SSC	1	Debriefing	123	Debriefing	76	494099	space		 					space	C	9131	
