6
AGL Experiment
2/24/2017	2:24:21 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
RE SSC	6	6	RE SSC	1	RE String Training, 18	19	RE String Training (18, DCBBBAD)	19	58305	DCBBBAD	DCBBBAD						DCBBBAD	C	10813	
RE SSC	6	6	RE SSC	1	RE String Training, 15	16	RE String Training (15, ADBDBAD)	16	86757	ADBDBAD	ADBDBAD						ADBDBAD	C	7658	
RE SSC	6	6	RE SSC	1	RE String Training, 9	10	RE String Training (9, DBDBBD)	10	93773	DBDBBD	DBDBBD						DBDBBD	C	1848	
RE SSC	6	6	RE SSC	1	RE String Training, 22	23	RE String Training (22, BDAAAAAD)	23	109133	BDAAAAAD	BDAAAAAD						BDAAAAAD	C	1391	
RE SSC	6	6	RE SSC	1	RE String Training, 14	15	RE String Training (14, BDBAAAD)	15	118485	BDBAAAD	BDBAAAD						BDBAAAD	C	1873	
RE SSC	6	6	RE SSC	1	RE String Training, 2	3	RE String Training (2, CABAD)	3	124365	CABAD	CABAD						CABAD	C	1203	
RE SSC	6	6	RE SSC	1	RE String Training, 23	24	RE String Training (23, ADDBDBAD)	24	148260	ADDBDBAD	ADDBDBAD						ADDBDBAD	C	1072	
RE SSC	6	6	RE SSC	1	RE String Training, 10	11	RE String Training (10, DDBDAD)	11	154516	DDBDAD	DDBDAD						DDBDAD	C	1564	
RE SSC	6	6	RE SSC	1	RE String Training, 3	4	RE String Training (3, CBBBD)	4	166908	CBBBD	CBBBD						CBBBD	C	1098	
RE SSC	6	6	RE SSC	1	RE String Training, 8	9	RE String Training (8, ADDDBA)	9	172796	ADDDBA	ADDDBA						ADDDBA	C	1002	
RE SSC	6	6	RE SSC	1	RE String Training, 21	22	RE String Training (21, DDBDAAAD)	22	178604	DDBDAAAD	DDBDAAAD						DDBDAAAD	C	1423	
RE SSC	6	6	RE SSC	1	RE String Training, 6	7	RE String Training (6, BDABD)	7	182804	BDABD	BDABD						BDABD	C	1288	
RE SSC	6	6	RE SSC	1	RE String Training, 7	8	RE String Training (7, ABDAAD)	8	188748	ABDAAD	ABDAAD						ABDAAD	C	880	
RE SSC	6	6	RE SSC	1	RE String Training, 19	20	RE String Training (19, DAAADDBA)	20	196060	DAAADDBA	DAAADDBA						DAAADDBA	C	1665	
RE SSC	6	6	RE SSC	1	RE String Training, 12	13	RE String Training (12, CABABD)	13	201204	CABABD	CABABD						CABABD	C	1284	
RE SSC	6	6	RE SSC	1	RE String Training, 4	5	RE String Training (4, ADBDD)	5	206428	ADBDD	ADBDD						ADBDD	C	727	
RE SSC	6	6	RE SSC	1	RE String Training, 11	12	RE String Training (11, CBBAAD)	12	212028	CBBAAD	CBBAAD						CBBAAD	C	1493	
RE SSC	6	6	RE SSC	1	RE String Training, 24	25	RE String Training (24, CAABABBD)	25	222556	CAABABBD	CAABABBD						CAABABBD	C	1197	
RE SSC	6	6	RE SSC	1	RE String Training, 20	21	RE String Training (20, DDDAAABA)	21	228756	DDDAAABA	DDDAAABA						DDDAAABA	C	1144	
RE SSC	6	6	RE SSC	1	RE String Training, 1	2	RE String Training (1, AADBA)	2	233444	AADBA	AADBA						AADBA	C	776	
RE SSC	6	6	RE SSC	1	RE String Training, 17	18	RE String Training (17, ACAAABD)	18	241452	ACAAABD	ACAAABD						ACAAABD	C	692	
RE SSC	6	6	RE SSC	1	RE String Training, 13	14	RE String Training (13, CAABBAD)	14	249620	CAABBAD	CAABBAD						CAABBAD	C	1101	
RE SSC	6	6	RE SSC	1	RE String Training, 16	17	RE String Training (16, DDBDBAD)	17	258659	DDBDBAD	DDBDBAD						DDBDBAD	C	1183	
RE SSC	6	6	RE SSC	1	RE String Training, 5	6	RE String Training (5, DADBA)	6	261811	DADBA	DADBA						DADBA	C	1148	
RE SSC	6	6	RE SSC	1	RE String Training1, 8	33	RE String Training (8, ADDDBA)	9	266163	ADDDBA	ADDDBA						ADDDBA	C	1054	
RE SSC	6	6	RE SSC	1	RE String Training1, 18	43	RE String Training (18, DCBBBAD)	19	271291	DCBBBAD	DCBBBAD						DCBBBAD	C	1384	
RE SSC	6	6	RE SSC	1	RE String Training1, 16	41	RE String Training (16, DDBDBAD)	17	278827	DDBDBAD	DDBDBAD						DDBDBAD	C	1203	
RE SSC	6	6	RE SSC	1	RE String Training1, 20	45	RE String Training (20, DDDAAABA)	21	288363	DDDAAABA	DDDAAABA						DDDAAABA	C	4774	
RE SSC	6	6	RE SSC	1	RE String Training1, 12	37	RE String Training (12, CABABD)	13	293667	CABABD	CABABD						CABABD	C	1184	
RE SSC	6	6	RE SSC	1	RE String Training1, 24	49	RE String Training (24, CAABABBD)	25	300259	CAABABBD	CAABABBD						CAABABBD	C	1028	
RE SSC	6	6	RE SSC	1	RE String Training1, 2	27	RE String Training (2, CABAD)	3	304915	CABAD	CABAD						CABAD	C	1316	
RE SSC	6	6	RE SSC	1	RE String Training1, 14	39	RE String Training (14, BDBAAAD)	15	310379	BDBAAAD	BDBAAAD						BDBAAAD	C	1274	
RE SSC	6	6	RE SSC	1	RE String Training1, 7	32	RE String Training (7, ABDAAD)	8	314163	ABDAAD	ABDAAD						ABDAAD	C	848	
RE SSC	6	6	RE SSC	1	RE String Training1, 10	35	RE String Training (10, DDBDAD)	11	319147	DDBDAD	DDBDAD						DDBDAD	C	1135	
RE SSC	6	6	RE SSC	1	RE String Training1, 1	26	RE String Training (1, AADBA)	2	324291	AADBA	AADBA						AADBA	C	808	
RE SSC	6	6	RE SSC	1	RE String Training1, 11	36	RE String Training (11, CBBAAD)	12	330187		CBBAAD 						CBBAAD	E	1178	
RE SSC	6	6	RE SSC	1	RE String Training1, 11	36	RE String Training (11, CBBAAD)	12	337283	CBBAAD	CBBAAD						CBBAAD	SC	8658	
RE SSC	6	6	RE SSC	1	RE String Training1, 3	28	RE String Training (3, CBBBD)	4	342131	CBBBD	CBBBD						CBBBD	C	2003	
RE SSC	6	6	RE SSC	1	RE String Training1, 23	48	RE String Training (23, ADDBDBAD)	24	348923	ADDBDBAD	ADDBDBAD						ADDBDBAD	C	905	
RE SSC	6	6	RE SSC	1	RE String Training1, 6	31	RE String Training (6, BDABD)	7	353611	BDABD	BDABD						BDABD	C	2257	
RE SSC	6	6	RE SSC	1	RE String Training1, 17	42	RE String Training (17, ACAAABD)	18	358003	ACAAABD	ACAAABD						ACAAABD	C	670	
RE SSC	6	6	RE SSC	1	RE String Training1, 9	34	RE String Training (9, DBDBBD)	10	365963	DBDBBD	DBDBBD						DBDBBD	C	1127	
RE SSC	6	6	RE SSC	1	RE String Training1, 22	47	RE String Training (22, BDAAAAAD)	23	371122	BDAAAAAD	BDAAAAAD						BDAAAAAD	C	1720	
RE SSC	6	6	RE SSC	1	RE String Training1, 19	44	RE String Training (19, DAAADDBA)	20	377194	DAAADDBA	DAAADDBA						DAAADDBA	C	1905	
RE SSC	6	6	RE SSC	1	RE String Training1, 21	46	RE String Training (21, DDBDAAAD)	22	382106	DDBDAAAD	DDBDAAAD						DDBDAAAD	C	1479	
RE SSC	6	6	RE SSC	1	RE String Training1, 15	40	RE String Training (15, ADBDBAD)	16	387922	ADBDBAD	ADBDBAD						ADBDBAD	C	1354	
RE SSC	6	6	RE SSC	1	RE String Training1, 5	30	RE String Training (5, DADBA)	6	391682	DADBA	DADBA						DADBA	C	1825	
RE SSC	6	6	RE SSC	1	RE String Training1, 13	38	RE String Training (13, CAABBAD)	14	396946	CAABBAD	CAABBAD						CAABBAD	C	1284	
RE SSC	6	6	RE SSC	1	RE String Training1, 4	29	RE String Training (4, ADBDD)	5	400426	ADBDD	ADBDD						ADBDD	C	897	
RE SSC	6	6	RE SSC	1	RE String Training2, 19	68	RE String Training (19, DAAADDBA)	20	404442	DAAADDBA	DAAADDBA						DAAADDBA	C	974	
RE SSC	6	6	RE SSC	1	RE String Training2, 9	58	RE String Training (9, DBDBBD)	10	410186	DBDBBD	DBDBBD						DBDBBD	C	1445	
RE SSC	6	6	RE SSC	1	RE String Training2, 21	70	RE String Training (21, DDBDAAAD)	22	415578	DDBDAAAD	DDBDAAAD						DDBDAAAD	C	1071	
RE SSC	6	6	RE SSC	1	RE String Training2, 5	54	RE String Training (5, DADBA)	6	418514	DADBA	DADBA						DADBA	C	1056	
RE SSC	6	6	RE SSC	1	RE String Training2, 23	72	RE String Training (23, ADDBDBAD)	24	427242	ADDBDBAD	ADDBDBAD						ADDBDBAD	C	762	
RE SSC	6	6	RE SSC	1	RE String Training2, 3	52	RE String Training (3, CBBBD)	4	430762	CBBBD	CBBBD						CBBBD	C	1413	
RE SSC	6	6	RE SSC	1	RE String Training2, 13	62	RE String Training (13, CAABBAD)	14	437482	CAABBAD	CAABBAD						CAABBAD	C	1344	
RE SSC	6	6	RE SSC	1	RE String Training2, 1	50	RE String Training (1, AADBA)	2	440274	AADBA	AADBA						AADBA	C	755	
RE SSC	6	6	RE SSC	1	RE String Training2, 14	63	RE String Training (14, BDBAAAD)	15	445922	BDBAAAD	BDBAAAD						BDBAAAD	C	1091	
RE SSC	6	6	RE SSC	1	RE String Training2, 4	53	RE String Training (4, ADBDD)	5	450386	ADBDD	ADBDD						ADBDD	C	801	
RE SSC	6	6	RE SSC	1	RE String Training2, 17	66	RE String Training (17, ACAAABD)	18	456034	ACAAABD	ACAAABD						ACAAABD	C	814	
RE SSC	6	6	RE SSC	1	RE String Training2, 15	64	RE String Training (15, ADBDBAD)	16	461650	ADBDBAD	ADBDBAD						ADBDBAD	C	981	
RE SSC	6	6	RE SSC	1	RE String Training2, 12	61	RE String Training (12, CABABD)	13	468226	CABABD	CABABD						CABABD	C	1004	
RE SSC	6	6	RE SSC	1	RE String Training2, 16	65	RE String Training (16, DDBDBAD)	17	476906	DDBDBAD	DDBDBAD						DDBDBAD	C	1525	
